,Sentence,subject,predicate,arguments,tokens
12119,I had the Chicken Parmesan Dinner and my wife had the Shrimp Scampi Dinner.,['i the chicken parmesan dinner and wife'],['had had'],['the shrimp scampi dinner'],"['I', 'had', 'the', 'Chicken', 'Parmesan', 'Dinner', 'and', 'my', 'wife', 'had', 'the', 'Shrimp', 'Scampi', 'Dinner', '.']"
12120,AMAZING!,[''],[''],[''],"['AMAZING', '!']"
12121,The portions were generous enough that we even took some home!,['the portions we'],['took'],['some home'],"['The', 'portions', 'were', 'generous', 'enough', 'that', 'we', 'even', 'took', 'some', 'home', '!']"
12122,I have to say the value of this place always amazes me.,['i the value of'],['have say amazes'],['me'],"['I', 'have', 'to', 'say', 'the', 'value', 'of', 'this', 'place', 'always', 'amazes', 'me', '.']"
12123,"It's nice to see that even in the economy we can eat a place that has upscale service, amazing atmosphere, and Incredible food, but not break the bank while enjoying it!",['it we that'],['see eat has break enjoying'],"['a place has upscale service , atmosphere the bank it']","['It', ""'s"", 'nice', 'to', 'see', 'that', 'even', 'in', 'the', 'economy', 'we', 'can', 'eat', 'a', 'place', 'that', 'has', 'upscale', 'service', ',', 'amazing', 'atmosphere', ',', 'and', 'Incredible', 'food', ',', 'but', 'not', 'break', 'the', 'bank', 'while', 'enjoying', 'it', '!']"
12124,Bottom line is that when it's a small privatly owned resturant like this is you can tell that the owners and employees take pride in their product and service.,['bottom line it this you the owners and employees'],['owned tell take'],['a small owned resturant pride'],"['Bottom', 'line', 'is', 'that', 'when', 'it', ""'s"", 'a', 'small', 'privatly', 'owned', 'resturant', 'like', 'this', 'is', 'you', 'can', 'tell', 'that', 'the', 'owners', 'and', 'employees', 'take', 'pride', 'in', 'their', 'product', 'and', 'service', '.']"
12125,Well Done!,[''],['done'],[''],"['Well', 'Done', '!']"
12126,Great work and honest establishment!,[''],[''],[''],"['Great', 'work', 'and', 'honest', 'establishment', '!']"
12127,"I typically have work done on my Jeep at the dealership, but it is 6 years old now and getting charged dealership prices just didn't seem cost effective anymore.",['i it charged dealership prices'],['have done charged seem'],['work done cost effective'],"['I', 'typically', 'have', 'work', 'done', 'on', 'my', 'Jeep', 'at', 'the', 'dealership', ',', 'but', 'it', 'is', '6', 'years', 'old', 'now', 'and', 'getting', 'charged', 'dealership', 'prices', 'just', 'did', ""n't"", 'seem', 'cost', 'effective', 'anymore', '.']"
12128,I had tried out few place around the area and had been ripped off a few times.,['i'],['tried ripped'],['few place around'],"['I', 'had', 'tried', 'out', 'few', 'place', 'around', 'the', 'area', 'and', 'had', 'been', 'ripped', 'off', 'a', 'few', 'times', '.']"
12129,I had hear great things about Phet and G&G Automotive so I decided to give him a try.,['i i'],['hear decided give'],['great things about him a try'],"['I', 'had', 'hear', 'great', 'things', 'about', 'Phet', 'and', 'G&G', 'Automotive', 'so', 'I', 'decided', 'to', 'give', 'him', 'a', 'try', '.']"
12130,The service was excellent and personable.,['the service'],[''],[''],"['The', 'service', 'was', 'excellent', 'and', 'personable', '.']"
12131,He checked out what I needed to have done told me what needed be fixed before he did any work and did great repair work.,['he i what needed he'],['checked needed done told needed fixed did did'],['what me any work great repair work'],"['He', 'checked', 'out', 'what', 'I', 'needed', 'to', 'have', 'done', 'told', 'me', 'what', 'needed', 'be', 'fixed', 'before', 'he', 'did', 'any', 'work', 'and', 'did', 'great', 'repair', 'work', '.']"
12132,"The price was actually lower than what I had anticipated and used to compared to other places, plus he showed me the work he did when I came into pick up the car.",['the price i he he i'],['anticipated used compared showed did came pick'],['what me the work did the car'],"['The', 'price', 'was', 'actually', 'lower', 'than', 'what', 'I', 'had', 'anticipated', 'and', 'used', 'to', 'compared', 'to', 'other', 'places', ',', 'plus', 'he', 'showed', 'me', 'the', 'work', 'he', 'did', 'when', 'I', 'came', 'into', 'pick', 'up', 'the', 'car', '.']"
12133,"Also, a week after the work, Phet called me up to see how my car was running and to let me know that they had accidentally overcharged me for part of the work and wanted to give me a refund for that amount.",['phet my car me they'],['called see running let know overcharged wanted give'],['me me me a refund for'],"['Also', ',', 'a', 'week', 'after', 'the', 'work', ',', 'Phet', 'called', 'me', 'up', 'to', 'see', 'how', 'my', 'car', 'was', 'running', 'and', 'to', 'let', 'me', 'know', 'that', 'they', 'had', 'accidentally', 'overcharged', 'me', 'for', 'part', 'of', 'the', 'work', 'and', 'wanted', 'to', 'give', 'me', 'a', 'refund', 'for', 'that', 'amount', '.']"
12134,That is just unheard of these days!,['that'],[''],[''],"['That', 'is', 'just', 'unheard', 'of', 'these', 'days', '!']"
12135,"I grew up in a small town where you knew and trusted your mechanic and was really cynical about city auto repair shops since I moved here, but Phet has shown that there really are honest hard working mechanics around.",['i you i phet there'],['grew knew trusted moved shown working'],['your mechanic honest working mechanics'],"['I', 'grew', 'up', 'in', 'a', 'small', 'town', 'where', 'you', 'knew', 'and', 'trusted', 'your', 'mechanic', 'and', 'was', 'really', 'cynical', 'about', 'city', 'auto', 'repair', 'shops', 'since', 'I', 'moved', 'here', ',', 'but', 'Phet', 'has', 'shown', 'that', 'there', 'really', 'are', 'honest', 'hard', 'working', 'mechanics', 'around', '.']"
12136,He is my mechanic going forward!,['he my mechanic'],['going'],[''],"['He', 'is', 'my', 'mechanic', 'going', 'forward', '!']"
12137,"Our company is a high end designer handbag and fashion accessories company, thus we are certainly a niche market.",['our company we'],[''],['a designer handbag and company a niche market'],"['Our', 'company', 'is', 'a', 'high', 'end', 'designer', 'handbag', 'and', 'fashion', 'accessories', 'company', ',', 'thus', 'we', 'are', 'certainly', 'a', 'niche', 'market', '.']"
12138,"We had been evaluating SEO providers for quite some time and finally decided to take the plunge with Stuart, and Ulistic.",['we'],['evaluating decided take'],['seo providers the plunge'],"['We', 'had', 'been', 'evaluating', 'SEO', 'providers', 'for', 'quite', 'some', 'time', 'and', 'finally', 'decided', 'to', 'take', 'the', 'plunge', 'with', 'Stuart', ',', 'and', 'Ulistic', '.']"
12139,We made the decision for a couple of reasons.,['we'],['made'],['the decision'],"['We', 'made', 'the', 'decision', 'for', 'a', 'couple', 'of', 'reasons', '.']"
12140,1. Social Media.,[''],[''],[''],"['1', '.', 'Social', 'Media', '.']"
12141,"We were familiar with Search Engine Optimization strategies, but new nothing about Social Media - we just heard that it was the next big thing.",['we we it'],['heard'],['the next big thing'],"['We', 'were', 'familiar', 'with', 'Search', 'Engine', 'Optimization', 'strategies', ',', 'but', 'new', 'nothing', 'about', 'Social', 'Media', '-', 'we', 'just', 'heard', 'that', 'it', 'was', 'the', 'next', 'big', 'thing', '.']"
12142,2. We really liked the fact that Stuart sets defined objectives and we meet once a month to go over our Key Performance Indicators.,['we stuart we'],['liked sets defined meet go'],['the fact sets defined objectives'],"['2', '.', 'We', 'really', 'liked', 'the', 'fact', 'that', 'Stuart', 'sets', 'defined', 'objectives', 'and', 'we', 'meet', 'once', 'a', 'month', 'to', 'go', 'over', 'our', 'Key', 'Performance', 'Indicators', '.']"
12143,How has it gone so far?,['it'],['gone'],[''],"['How', 'has', 'it', 'gone', 'so', 'far', '?']"
12144,"Well we have been working with Ulistic for 1.5 months, and have 100 people following our site on Facebook, and our web site, www.designofashion.com has seen a 3 fold increase in traffic, which is significantly beating our expectations - SEO is a process that takes time and to get results this quickly is exceptional.",['we www.designofashion.com which that this'],['working have following seen beating takes get'],['100 people our site on a 3 fold increase in beating our expectations - seo a process takes time results'],"['Well', 'we', 'have', 'been', 'working', 'with', 'Ulistic', 'for', '1.5', 'months', ',', 'and', 'have', '100', 'people', 'following', 'our', 'site', 'on', 'Facebook', ',', 'and', 'our', 'web', 'site', ',', 'www.designofashion.com', 'has', 'seen', 'a', '3', 'fold', 'increase', 'in', 'traffic', ',', 'which', 'is', 'significantly', 'beating', 'our', 'expectations', '-', 'SEO', 'is', 'a', 'process', 'that', 'takes', 'time', 'and', 'to', 'get', 'results', 'this', 'quickly', 'is', 'exceptional', '.']"
12145,"We are absolutely confident that Stuart's ethical and focused strategies will see these trends continue to grow, and our business will reap the rewards of this program.",['we stuart ethical strategies these trends our business'],['see continue grow reap'],['the rewards of'],"['We', 'are', 'absolutely', 'confident', 'that', 'Stuart', ""'s"", 'ethical', 'and', 'focused', 'strategies', 'will', 'see', 'these', 'trends', 'continue', 'to', 'grow', ',', 'and', 'our', 'business', 'will', 'reap', 'the', 'rewards', 'of', 'this', 'program', '.']"
12146,"Finally, it must be said that Stuart is a fantastic person to work with, because of his solid strategies and equally as importantly because he is a genuinely good person and a great communicator.",['it stuart he'],['said work'],['a fantastic person work a good person and communicator'],"['Finally', ',', 'it', 'must', 'be', 'said', 'that', 'Stuart', 'is', 'a', 'fantastic', 'person', 'to', 'work', 'with', ',', 'because', 'of', 'his', 'solid', 'strategies', 'and', 'equally', 'as', 'importantly', 'because', 'he', 'is', 'a', 'genuinely', 'good', 'person', 'and', 'a', 'great', 'communicator', '.']"
12147,Excellent service and quality,[''],[''],[''],"['Excellent', 'service', 'and', 'quality']"
12148,I had Hom-Excel replace most of the windows in my Tampa residence three years ago.,['i'],['had'],['excel replace most of'],"['I', 'had', 'Hom', '-', 'Excel', 'replace', 'most', 'of', 'the', 'windows', 'in', 'my', 'Tampa', 'residence', 'three', 'years', 'ago', '.']"
12149,"The excellent windows have performed without any problems, but that's not why I'm writing my review.",['the excellent windows that i'],['performed writing'],['my review'],"['The', 'excellent', 'windows', 'have', 'performed', 'without', 'any', 'problems', ',', 'but', 'that', ""'s"", 'not', 'why', 'I', ""'m"", 'writing', 'my', 'review', '.']"
12150,"Three weeks ago, burglars tried to gain entry into the rear of my home.",['burglars'],['tried gain'],['entry'],"['Three', 'weeks', 'ago', ',', 'burglars', 'tried', 'to', 'gain', 'entry', 'into', 'the', 'rear', 'of', 'my', 'home', '.']"
12151,The intruders slit the screen of the window.,['the intruders'],['slit'],['the screen of'],"['The', 'intruders', 'slit', 'the', 'screen', 'of', 'the', 'window', '.']"
12152,"Next, they tried to force the window with a pry bar and then to break the window with a hammer.",['they'],['tried force break'],['the window the window'],"['Next', ',', 'they', 'tried', 'to', 'force', 'the', 'window', 'with', 'a', 'pry', 'bar', 'and', 'then', 'to', 'break', 'the', 'window', 'with', 'a', 'hammer', '.']"
12153,The window didn't break!,['the window'],['break'],[''],"['The', 'window', 'did', ""n't"", 'break', '!']"
12154,"My next-door neighbor heard the noise and turned on a light, thankfully scaring the two miscreants away (they even left their hammer behind!).",['my door neighbor they'],['heard turned scaring left'],['the noise a light the two miscreants their hammer'],"['My', 'next', '-', 'door', 'neighbor', 'heard', 'the', 'noise', 'and', 'turned', 'on', 'a', 'light', ',', 'thankfully', 'scaring', 'the', 'two', 'miscreants', 'away', '(', 'they', 'even', 'left', 'their', 'hammer', 'behind', '!', ')', '.']"
12155,"I called Home-Excel the next day to order a replacement screen for the window, and was happily surprised when they said that they weren't even going to charge me for the replacement screen...that it would be covered under their guarentee.",['i they they it'],['called order said going charge covered'],['home - excel a replacement screen for me'],"['I', 'called', 'Home', '-', 'Excel', 'the', 'next', 'day', 'to', 'order', 'a', 'replacement', 'screen', 'for', 'the', 'window', ',', 'and', 'was', 'happily', 'surprised', 'when', 'they', 'said', 'that', 'they', 'were', ""n't"", 'even', 'going', 'to', 'charge', 'me', 'for', 'the', 'replacement', 'screen', '...', 'that', 'it', 'would', 'be', 'covered', 'under', 'their', 'guarentee', '.']"
12156,"Lo and behold, they replaced the screen (which had to be ordered) yesterday and didn't charge me a dime.",['they which'],['replaced had ordered charge'],['the screen ( had ) me a dime'],"['Lo', 'and', 'behold', ',', 'they', 'replaced', 'the', 'screen', '(', 'which', 'had', 'to', 'be', 'ordered', ')', 'yesterday', 'and', 'did', ""n't"", 'charge', 'me', 'a', 'dime', '.']"
12157,Their worker even cleaned 3 of my windows and changed a lightbulb for me.,['their worker'],['cleaned changed'],['3 of a lightbulb'],"['Their', 'worker', 'even', 'cleaned', '3', 'of', 'my', 'windows', 'and', 'changed', 'a', 'lightbulb', 'for', 'me', '.']"
12158,"In this day and age, it is so rare to find a company with such nice workers and such far ranging guarantee policies.",['it'],['find ranging'],['a company'],"['In', 'this', 'day', 'and', 'age', ',', 'it', 'is', 'so', 'rare', 'to', 'find', 'a', 'company', 'with', 'such', 'nice', 'workers', 'and', 'such', 'far', 'ranging', 'guarantee', 'policies', '.']"
12159,"I rarely write reviews such as this one, but they certainly deserve anyone's business!",['i they'],['write deserve'],['reviews as anyone business'],"['I', 'rarely', 'write', 'reviews', 'such', 'as', 'this', 'one', ',', 'but', 'they', 'certainly', 'deserve', 'anyone', ""'s"", 'business', '!']"
12160,"Friendly staff, but definitely some problems",[''],[''],[''],"['Friendly', 'staff', ',', 'but', 'definitely', 'some', 'problems']"
12161,"May, 2009.",[''],[''],[''],"['May', ',', '2009', '.']"
12162,We were booked at the Sheraton with a number of other out-of-town wedding guests.,['we'],['booked'],[''],"['We', 'were', 'booked', 'at', 'the', 'Sheraton', 'with', 'a', 'number', 'of', 'other', 'out', '-', 'of', '-', 'town', 'wedding', 'guests', '.']"
12163,"Got put into the wrong room the first night, and were quite surprised to have someone with the same room key trying to get in the door at 1:00 am!",[''],['put have trying get'],['someone with trying'],"['Got', 'put', 'into', 'the', 'wrong', 'room', 'the', 'first', 'night', ',', 'and', 'were', 'quite', 'surprised', 'to', 'have', 'someone', 'with', 'the', 'same', 'room', 'key', 'trying', 'to', 'get', 'in', 'the', 'door', 'at', '1:00', 'am', '!']"
12164,"Next day got moved into another room, on the same floor with other wedding guests.",[''],['moved'],[''],"['Next', 'day', 'got', 'moved', 'into', 'another', 'room', ',', 'on', 'the', 'same', 'floor', 'with', 'other', 'wedding', 'guests', '.']"
12165,"There were 3 adults in our room but towels for only 2, no linens for sofa bed.",['there'],['were'],['3 adults in towels for'],"['There', 'were', '3', 'adults', 'in', 'our', 'room', 'but', 'towels', 'for', 'only', '2', ',', 'no', 'linens', 'for', 'sofa', 'bed', '.']"
12166,In the second room it took 3 tries to get all the towels and linens we requested.,['it we'],['took get requested'],['3 tries all the towels and linens requested'],"['In', 'the', 'second', 'room', 'it', 'took', '3', 'tries', 'to', 'get', 'all', 'the', 'towels', 'and', 'linens', 'we', 'requested', '.']"
12167,A package and some wedding cards were left in our first room.,['a package and cards'],['left'],[''],"['A', 'package', 'and', 'some', 'wedding', 'cards', 'were', 'left', 'in', 'our', 'first', 'room', '.']"
12168,"They were sent to our second room and had been opened--the ribbon-wrapped present, and all 3 envelopes.",['they'],['sent opened wrapped'],[''],"['They', 'were', 'sent', 'to', 'our', 'second', 'room', 'and', 'had', 'been', 'opened', '--', 'the', 'ribbon', '-', 'wrapped', 'present', ',', 'and', 'all', '3', 'envelopes', '.']"
12169,"Security in the hotel seemed to be excellent, but we were never given an explanation as to why someone would open these items.",['security in we someone'],['seemed given open'],['an explanation as these items'],"['Security', 'in', 'the', 'hotel', 'seemed', 'to', 'be', 'excellent', ',', 'but', 'we', 'were', 'never', 'given', 'an', 'explanation', 'as', 'to', 'why', 'someone', 'would', 'open', 'these', 'items', '.']"
12170,"A mid-afternoon ""fire drill"" was disruptive, putting everyone out of the hotel.","['a mid - afternoon "" fire drill ""']",['putting'],['everyone'],"['A', 'mid', '-', 'afternoon', '""', 'fire', 'drill', '""', 'was', 'disruptive', ',', 'putting', 'everyone', 'out', 'of', 'the', 'hotel', '.']"
12171,"When we called the front desk about an extremely boisterous crowd in the hall outside our door quite late at night, it seemed to take the hotel staff quite a while to quiet them down.",['we it'],['called seemed take quiet'],['the front desk the hotel staff them'],"['When', 'we', 'called', 'the', 'front', 'desk', 'about', 'an', 'extremely', 'boisterous', 'crowd', 'in', 'the', 'hall', 'outside', 'our', 'door', 'quite', 'late', 'at', 'night', ',', 'it', 'seemed', 'to', 'take', 'the', 'hotel', 'staff', 'quite', 'a', 'while', 'to', 'quiet', 'them', 'down', '.']"
12172,"The staff was friendly, especially the front desk female supervisor, and seemed to want to help, but too many unusual things happened to make us want to stay there again.",['the staff many unusual things us'],['seemed want help happened make want stay'],['especially the front desk female supervisor'],"['The', 'staff', 'was', 'friendly', ',', 'especially', 'the', 'front', 'desk', 'female', 'supervisor', ',', 'and', 'seemed', 'to', 'want', 'to', 'help', ',', 'but', 'too', 'many', 'unusual', 'things', 'happened', 'to', 'make', 'us', 'want', 'to', 'stay', 'there', 'again', '.']"
12173,Be Careful Of Who Your Sales Guy Is,['your sales guy'],[''],[''],"['Be', 'Careful', 'Of', 'Who', 'Your', 'Sales', 'Guy', 'Is']"
12174,I think this place is probably really great especially judging by the reviews on here.,['i this place'],['think judging'],[''],"['I', 'think', 'this', 'place', 'is', 'probably', 'really', 'great', 'especially', 'judging', 'by', 'the', 'reviews', 'on', 'here', '.']"
12175,My experience was awful though.,['my experience'],[''],[''],"['My', 'experience', 'was', 'awful', 'though', '.']"
12176,It ALL had to do with the sales guy which was a young 22 year old who had admittedly only been working for 2 weeks.,['it all which who'],['had do working'],['a young year old working'],"['It', 'ALL', 'had', 'to', 'do', 'with', 'the', 'sales', 'guy', 'which', 'was', 'a', 'young', '22', 'year', 'old', 'who', 'had', 'admittedly', 'only', 'been', 'working', 'for', '2', 'weeks', '.']"
12177,"I was extremely interested in the car and very likely would have bought it, but the sales guy I dealt with ruined the deal.",['i i'],['bought dealt ruined'],['it the deal'],"['I', 'was', 'extremely', 'interested', 'in', 'the', 'car', 'and', 'very', 'likely', 'would', 'have', 'bought', 'it', ',', 'but', 'the', 'sales', 'guy', 'I', 'dealt', 'with', 'ruined', 'the', 'deal', '.']"
12178,"Essentially, I told him I didn't trust him cause he was a car salesman, but he got so incredibly offended at that statement that he had to go cry to another salesman and compose himself before coming back.",['i i he he he'],['told trust got offended had go compose coming'],['him him a car salesman cry to himself'],"['Essentially', ',', 'I', 'told', 'him', 'I', 'did', ""n't"", 'trust', 'him', 'cause', 'he', 'was', 'a', 'car', 'salesman', ',', 'but', 'he', 'got', 'so', 'incredibly', 'offended', 'at', 'that', 'statement', 'that', 'he', 'had', 'to', 'go', 'cry', 'to', 'another', 'salesman', 'and', 'compose', 'himself', 'before', 'coming', 'back', '.']"
12179,"I don't know if the kid had a bad day or what, but I had to sit and apologize about nothing for 10 minutes until he dropped the issue.",['i the kid i he'],['know had had sit apologize dropped'],['a bad day or what the issue'],"['I', 'do', ""n't"", 'know', 'if', 'the', 'kid', 'had', 'a', 'bad', 'day', 'or', 'what', ',', 'but', 'I', 'had', 'to', 'sit', 'and', 'apologize', 'about', 'nothing', 'for', '10', 'minutes', 'until', 'he', 'dropped', 'the', 'issue', '.']"
12180,"After that, I just tried to ignore his lack of professionalism and test drive the car.",['i'],['tried ignore drive'],['his lack of the car'],"['After', 'that', ',', 'I', 'just', 'tried', 'to', 'ignore', 'his', 'lack', 'of', 'professionalism', 'and', 'test', 'drive', 'the', 'car', '.']"
12181,I played dumb and asked him questions that I already knew the answers to and he responded with half truths and a few falsehoods.,['i i he'],['played asked knew responded'],['him questions knew the answers'],"['I', 'played', 'dumb', 'and', 'asked', 'him', 'questions', 'that', 'I', 'already', 'knew', 'the', 'answers', 'to', 'and', 'he', 'responded', 'with', 'half', 'truths', 'and', 'a', 'few', 'falsehoods', '.']"
12182,"For instance I asked who owned Mazda and he said with confidence that was GM, which isn't true.",['i who he that which'],['asked owned said'],"['mazda gm , is']","['For', 'instance', 'I', 'asked', 'who', 'owned', 'Mazda', 'and', 'he', 'said', 'with', 'confidence', 'that', 'was', 'GM', ',', 'which', 'is', ""n't"", 'true', '.']"
12183,"I mean, I don't care if he doesn't know, but if he pretends to know and tells me BS to my face, there's no way I'm going to trust him when matters turn to the price of the car and financing.",['i i he he there i matters'],"[""mean care know pretends know tells 's going trust turn""]",['me bs no way going him'],"['I', 'mean', ',', 'I', 'do', ""n't"", 'care', 'if', 'he', 'does', ""n't"", 'know', ',', 'but', 'if', 'he', 'pretends', 'to', 'know', 'and', 'tells', 'me', 'BS', 'to', 'my', 'face', ',', 'there', ""'s"", 'no', 'way', 'I', ""'m"", 'going', 'to', 'trust', 'him', 'when', 'matters', 'turn', 'to', 'the', 'price', 'of', 'the', 'car', 'and', 'financing', '.']"
12184,The Worst Chinese I've Ever Had,['i'],['had'],[''],"['The', 'Worst', 'Chinese', 'I', ""'ve"", 'Ever', 'Had']"
12185,This is by far the worst chinese food I have ever had.,['this i'],['had'],['the worst chinese food had'],"['This', 'is', 'by', 'far', 'the', 'worst', 'chinese', 'food', 'I', 'have', 'ever', 'had', '.']"
12186,The service stunk.,[''],[''],[''],"['The', 'service', 'stunk', '.']"
12187,"I called in my order and upon arriving to pick it up, they got my order confused with someone elses.",['i they my order'],['called arriving pick got confused'],['it'],"['I', 'called', 'in', 'my', 'order', 'and', 'upon', 'arriving', 'to', 'pick', 'it', 'up', ',', 'they', 'got', 'my', 'order', 'confused', 'with', 'someone', 'elses', '.']"
12188,They helped about three other people before they offered to help me again.,['they they'],['helped offered help'],['three other people me'],"['They', 'helped', 'about', 'three', 'other', 'people', 'before', 'they', 'offered', 'to', 'help', 'me', 'again', '.']"
12189,They also got my friends order mixed up and wanted to charger her $10 more than what she had wanted.,['they friends order she'],['got mixed wanted charger wanted'],['her $ 10 more than what'],"['They', 'also', 'got', 'my', 'friends', 'order', 'mixed', 'up', 'and', 'wanted', 'to', 'charger', 'her', '$', '10', 'more', 'than', 'what', 'she', 'had', 'wanted', '.']"
12190,She asked for the dinner combo and they gave her two dinner plates instead.,['she they'],['asked gave'],['her two dinner plates'],"['She', 'asked', 'for', 'the', 'dinner', 'combo', 'and', 'they', 'gave', 'her', 'two', 'dinner', 'plates', 'instead', '.']"
12191,We were standing in the store for 20minutes to simply pick up an order.,['we 20minutes'],['standing pick'],['an order'],"['We', 'were', 'standing', 'in', 'the', 'store', 'for', '20minutes', 'to', 'simply', 'pick', 'up', 'an', 'order', '.']"
12192,Not to mention that the wait staff was about as pleasant as dealing with an angry bull.,['the wait staff'],['mention dealing'],[''],"['Not', 'to', 'mention', 'that', 'the', 'wait', 'staff', 'was', 'about', 'as', 'pleasant', 'as', 'dealing', 'with', 'an', 'angry', 'bull', '.']"
12193,They were abrasive and rude - when they were the ones who messed everything up.,['they they who'],['messed'],['the ones messed everything'],"['They', 'were', 'abrasive', 'and', 'rude', '-', 'when', 'they', 'were', 'the', 'ones', 'who', 'messed', 'everything', 'up', '.']"
12194,We had to throw out about 80 percent of our meals because the food tasted so horrible.,['we the food'],['had throw tasted'],['80 percent of'],"['We', 'had', 'to', 'throw', 'out', 'about', '80', 'percent', 'of', 'our', 'meals', 'because', 'the', 'food', 'tasted', 'so', 'horrible', '.']"
12195,"I dont know how it is possible to make orange chicken, sesame chicken and kung pao chicken as well as cheese puffs taste THAT bad but China Delight accomplished that.",['i it cheese puffs china delight'],['know make taste accomplished'],"['orange chicken , chicken that bad that']","['I', 'do', 'nt', 'know', 'how', 'it', 'is', 'possible', 'to', 'make', 'orange', 'chicken', ',', 'sesame', 'chicken', 'and', 'kung', 'pao', 'chicken', 'as', 'well', 'as', 'cheese', 'puffs', 'taste', 'THAT', 'bad', 'but', 'China', 'Delight', 'accomplished', 'that', '.']"
12196,The only thing that was edible was the steamed rice and the vegetable lo mein was barely tolerable.,['the only thing that was vegetable lo mein'],[''],['the steamed rice and'],"['The', 'only', 'thing', 'that', 'was', 'edible', 'was', 'the', 'steamed', 'rice', 'and', 'the', 'vegetable', 'lo', 'mein', 'was', 'barely', 'tolerable', '.']"
12197,I will NEVER go here again.,['i'],['go'],[''],"['I', 'will', 'NEVER', 'go', 'here', 'again', '.']"
12198,Lucky Panda in Willis is a billion times better in service and quality of the meal.,['lucky panda in'],[''],[''],"['Lucky', 'Panda', 'in', 'Willis', 'is', 'a', 'billion', 'times', 'better', 'in', 'service', 'and', 'quality', 'of', 'the', 'meal', '.']"
12199,I have no idea how China Delight won number 1 Chinese restaurant in Montgomery - There needs to be a recount on that vote.,['i china delight there'],['have won needs'],['no idea won number chinese restaurant in a recount on'],"['I', 'have', 'no', 'idea', 'how', 'China', 'Delight', 'won', 'number', '1', 'Chinese', 'restaurant', 'in', 'Montgomery', '-', 'There', 'needs', 'to', 'be', 'a', 'recount', 'on', 'that', 'vote', '.']"
12200,Terrible Service,[''],[''],[''],"['Terrible', 'Service']"
12201,One of the worst experiences I've ever had with a auto repair shop.,['i'],['had'],[''],"['One', 'of', 'the', 'worst', 'experiences', 'I', ""'ve"", 'ever', 'had', 'with', 'a', 'auto', 'repair', 'shop', '.']"
12202,We took our vehicle in for a repair to the air conditioning.,['we'],['took'],['our vehicle'],"['We', 'took', 'our', 'vehicle', 'in', 'for', 'a', 'repair', 'to', 'the', 'air', 'conditioning', '.']"
12203,"Approx 4 months later, the compressor went out.",['the compressor'],['went'],[''],"['Approx', '4', 'months', 'later', ',', 'the', 'compressor', 'went', 'out', '.']"
12204,"We took it back in to have it repaired again, and less than a week later the second compressor went out.",['we it the second compressor'],['took have repaired went'],['it'],"['We', 'took', 'it', 'back', 'in', 'to', 'have', 'it', 'repaired', 'again', ',', 'and', 'less', 'than', 'a', 'week', 'later', 'the', 'second', 'compressor', 'went', 'out', '.']"
12205,"We went in for a third visit and they fixed it again, but this time when we picked up the car, the radio and clock did not work.",['we they we the radio and clock'],['went fixed picked work'],['it the car'],"['We', 'went', 'in', 'for', 'a', 'third', 'visit', 'and', 'they', 'fixed', 'it', 'again', ',', 'but', 'this', 'time', 'when', 'we', 'picked', 'up', 'the', 'car', ',', 'the', 'radio', 'and', 'clock', 'did', 'not', 'work', '.']"
12206,"So for the 4th time in 5 months and the third time in 2 weeks, we brought the car back again.",['we'],['brought'],['the car'],"['So', 'for', 'the', '4th', 'time', 'in', '5', 'months', 'and', 'the', 'third', 'time', 'in', '2', 'weeks', ',', 'we', 'brought', 'the', 'car', 'back', 'again', '.']"
12207,"When we expressed our discontent to the manager (that's right, the manager), did he say he would return some money, did he say he would give a discount on our next visit, did he just say ""I'm sorry"".",['we that he he he he he i'],['expressed say return say give say'],['our discontent the manager some money a discount'],"['When', 'we', 'expressed', 'our', 'discontent', 'to', 'the', 'manager', '(', 'that', ""'s"", 'right', ',', 'the', 'manager', ')', ',', 'did', 'he', 'say', 'he', 'would', 'return', 'some', 'money', ',', 'did', 'he', 'say', 'he', 'would', 'give', 'a', 'discount', 'on', 'our', 'next', 'visit', ',', 'did', 'he', 'just', 'say', '""', 'I', ""'m"", 'sorry', '""', '.']"
12208,"Nope, none of the above.",[''],[''],[''],"['Nope', ',', 'none', 'of', 'the', 'above', '.']"
12209,He stood there and told us how he wasn't at fault.,['he he'],['stood told'],['us'],"['He', 'stood', 'there', 'and', 'told', 'us', 'how', 'he', 'was', ""n't"", 'at', 'fault', '.']"
12210,"It was the fault of the parts supplier, and can we imagine how he felt having to put another 2 hours of work in the car.",['it we he'],['imagine felt having put'],['the fault of another 2 hours of'],"['It', 'was', 'the', 'fault', 'of', 'the', 'parts', 'supplier', ',', 'and', 'can', 'we', 'imagine', 'how', 'he', 'felt', 'having', 'to', 'put', 'another', '2', 'hours', 'of', 'work', 'in', 'the', 'car', '.']"
12211,And what did we expect...that he bench test every part.,['we he'],['expect bench'],['what'],"['And', 'what', 'did', 'we', 'expect', '...', 'that', 'he', 'bench', 'test', 'every', 'part', '.']"
12212,"At no time during the conversation did the words, ""I'm sorry"" ever come out of his mouth.",['i'],['did come'],['the words'],"['At', 'no', 'time', 'during', 'the', 'conversation', 'did', 'the', 'words', ',', '""', 'I', ""'m"", 'sorry', '""', 'ever', 'come', 'out', 'of', 'his', 'mouth', '.']"
12213,"I, nor anyone else in my family, will ever go to Sun Devil Auto again.","['i , nor anyone']",['go'],[''],"['I', ',', 'nor', 'anyone', 'else', 'in', 'my', 'family', ',', 'will', 'ever', 'go', 'to', 'Sun', 'Devil', 'Auto', 'again', '.']"
