,number,token
172631,10532,of
172632,10532,me
172633,10532,for
172634,10532,inspection
172635,10532,...
172636,10532,but
172637,10532,I
172638,10532,was
172639,10532,still
172640,10532,out
172641,10532,of
172642,10532,there
172643,10532,pretty
172644,10532,quick
172645,10532,...
172646,10532,barely
172647,10532,had
172648,10532,time
172649,10532,to
172650,10532,read
172651,10532,a
172652,10532,chapter
172653,10532,in
172654,10532,my
172655,10532,book
172656,10532,.
172657,10533,Extremely
172658,10533,helpful
172659,10533,and
172660,10533,professional
172661,10534,As
172662,10534,first
172663,10534,-
172664,10534,time
172665,10534,home
172666,10534,buyers
172667,10534,","
172668,10534,my
172669,10534,husband
172670,10534,and
172671,10534,I
172672,10534,found
172673,10534,Stephanie
172674,10534,Fairchild
172675,10534,at
172676,10534,Prudential
172677,10534,Steamboat
172678,10534,Realty
172679,10534,","
172680,10534,extremely
172681,10534,helpful
172682,10534,.
172683,10535,She
172684,10535,worked
172685,10535,with
172686,10535,us
172687,10535,for
172688,10535,over
172689,10535,a
172690,10535,year
172691,10535,","
172692,10535,helping
172693,10535,us
172694,10535,find
172695,10535,our
172696,10535,perfect
172697,10535,home
172698,10535,.
172699,10536,Stephanie
172700,10536,'s
172701,10536,knowledge
172702,10536,of
172703,10536,the
172704,10536,market
172705,10536,and
172706,10536,properties
172707,10536,in
172708,10536,our
172709,10536,price
172710,10536,range
172711,10536,","
172712,10536,made
172713,10536,us
172714,10536,feel
172715,10536,secure
172716,10536,in
172717,10536,our
172718,10536,decision
172719,10536,to
172720,10536,buy
172721,10536,when
172722,10536,we
172723,10536,did
172724,10536,.
172725,10537,We
172726,10537,would
172727,10537,highly
172728,10537,recommend
172729,10537,Stephanie
172730,10537,to
172731,10537,anyone
172732,10537,looking
172733,10537,for
172734,10537,a
172735,10537,home
172736,10537,in
172737,10537,the
172738,10537,Yampa
172739,10537,Valley
172740,10537,.
172741,10538,We
172742,10538,appreciated
172743,10538,her
172744,10538,patience
172745,10538,","
172746,10538,knowledge
172747,10538,and
172748,10538,kindness
172749,10538,!
172750,10539,Great
172751,10539,Barber
172752,10540,Firstly
172753,10540,","
172754,10540,the
172755,10540,other
172756,10540,reviewer
172757,10540,clearly
172758,10540,has
172759,10540,never
172760,10540,been
172761,10540,to
172762,10540,Nick
172763,10540,'s
172764,10540,","
172765,10540,or
172766,10540,he
172767,10540,would
172768,10540,know
172769,10540,that
172770,10540,Nick
172771,10540,only
172772,10540,charges
172773,10540,$
172774,10540,13
172775,10540,for
172776,10540,a
172777,10540,haircut
172778,10540,which
172779,10540,is
172780,10540,pretty
172781,10540,much
172782,10540,industry
172783,10540,standard
172784,10540,.
172785,10541,I
172786,10541,have
172787,10541,been
172788,10541,going
172789,10541,to
172790,10541,Nick
172791,10541,for
172792,10541,5
172793,10541,months
172794,10541,now
172795,10541,precisely
172796,10541,because
172797,10541,he
172798,10541,does
172799,10541,pay
172800,10541,attention
172801,10541,to
172802,10541,detail
172803,10541,.
172804,10542,I
172805,10542,have
172806,10542,terrible
172807,10542,hair
172808,10542,and
172809,10542,he
172810,10542,really
172811,10542,takes
172812,10542,his
172813,10542,time
172814,10542,to
172815,10542,make
172816,10542,it
172817,10542,look
172818,10542,right
172819,10542,.
172820,10543,Some
172821,10543,of
172822,10543,the
172823,10543,younger
172824,10543,kids
172825,10543,that
172826,10543,work
172827,10543,there
172828,10543,are
172829,10543,a
172830,10543,bit
172831,10543,sub
172832,10543,par
172833,10543,","
172834,10543,but
172835,10543,if
172836,10543,you
172837,10543,wait
172838,10543,for
172839,10543,Nick
172840,10543,...
172841,10543,you
172842,10543,'ll
172843,10543,be
172844,10543,good
172845,10543,.
172846,10544,UGH
172847,10544,!
172848,10544,!
172849,10544,!
172850,10545,Got
172851,10545,some
172852,10545,nice
172853,10545,""""
172854,10545,freshly
172855,10545,baked
172856,10545,""""
172857,10545,fruit
172858,10545,squares
172859,10545,","
172860,10545,a
172861,10545,personal
172862,10545,favorite
172863,10545,of
172864,10545,mine
172865,10545,.
172866,10546,Took
172867,10546,a
172868,10546,bite
172869,10546,","
172870,10546,it
172871,10546,tasted
172872,10546,odd
172873,10546,.
172874,10547,Flipped
172875,10547,the
172876,10547,square
172877,10547,over
172878,10547,and
172879,10547,saw
172880,10547,it
172881,10547,riddled
172882,10547,with
172883,10547,green
172884,10547,mold
172885,10547,!
172886,10547,!
172887,10547,!
172888,10547,!
172889,10548,Ugh
172890,10548,!
172891,10548,!
172892,10549,I
172893,10549,called
172894,10549,the
172895,10549,store
172896,10549,and
172897,10549,the
172898,10549,clerk
172899,10549,giggled
172900,10549,","
172901,10549,and
172902,10549,agreed
172903,10549,that
172904,10549,it
172905,10549,was
172906,10549,gross
172907,10549,","
172908,10549,but
172909,10549,said
172910,10549,it
172911,10549,was
172912,10549,not
172913,10549,her
172914,10549,problem
172915,10549,.
172916,10550,She
172917,10550,also
172918,10550,refused
172919,10550,to
172920,10550,get
172921,10550,a
172922,10550,manager
172923,10550,.
172924,10551,I
172925,10551,left
172926,10551,my
172927,10551,number
172928,10551,","
172929,10551,or
172930,10551,tried
172931,10551,to
172932,10551,anyway
172933,10551,.
172934,10552,Same
172935,10552,clerk
172936,10552,had
172937,10552,considerable
172938,10552,difficulty
172939,10552,taking
172940,10552,down
172941,10552,a
172942,10552,number
172943,10552,.
172944,10553,I
172945,10553,'ll
172946,10553,never
172947,10553,go
172948,10553,back
172949,10553,there
172950,10553,again
172951,10554,For
172952,10554,cheap
172953,10554,Chinese
172954,10554,food
172955,10554,","
172956,10554,this
172957,10554,is
172958,10554,the
172959,10554,place
172960,10554,to
172961,10554,go
172962,10554,.
172963,10555,I
172964,10555,used
172965,10555,to
172966,10555,eat
172967,10555,at
172968,10555,places
172969,10555,like
172970,10555,New
172971,10555,China
172972,10555,or
172973,10555,Green
172974,10555,Buffet
172975,10555,in
172976,10555,Troy
172977,10555,","
172978,10555,MO
172979,10555,-
172980,10555,nothing
172981,10555,terrible
172982,10555,but
172983,10555,not
172984,10555,that
172985,10555,great
172986,10555,.
172987,10556,Now
172988,10556,","
172989,10556,I
172990,10556,wo
172991,10556,n't
172992,10556,eat
172993,10556,fast
172994,10556,food
172995,10556,Chinese
172996,10556,unless
172997,10556,it
172998,10556,'s
172999,10556,from
173000,10556,this
173001,10556,place
173002,10556,.
173003,10557,The
173004,10557,best
173005,10557,value
173006,10557,I
173007,10557,'ve
173008,10557,found
173009,10557,from
173010,10557,a
173011,10557,Chinese
173012,10557,restaurant
173013,10557,.
173014,10558,I
173015,10558,do
173016,10558,n't
173017,10558,live
173018,10558,in
173019,10558,Lake
173020,10558,St.
173021,10558,Louis
173022,10558,anymore
173023,10558,","
173024,10558,but
173025,10558,deliveries
173026,10558,were
173027,10558,always
173028,10558,correct
173029,10558,and
173030,10558,the
173031,10558,service
173032,10558,courteous
173033,10558,.
173034,10559,Now
173035,10559,I
173036,10559,have
173037,10559,to
173038,10559,be
173039,10559,in
173040,10559,the
173041,10559,area
173042,10559,to
173043,10559,get
173044,10559,some
173045,10559,lovin'
173046,10559,:
173047,10559,sadface
173048,10559,:
173049,10560,Amazing
173050,10560,Experience
173051,10560,!
173052,10561,My
173053,10561,experience
173054,10561,was
173055,10561,amazing
173056,10561,at
173057,10561,Providence
173058,10561,Aesthetics
173059,10561,and
173060,10561,Medical
173061,10561,Spa
173062,10561,.
173063,10562,Jana
173064,10562,Kueck
173065,10562,was
173066,10562,nothing
173067,10562,but
173068,10562,professional
173069,10562,.
173070,10563,She
173071,10563,makes
173072,10563,you
173073,10563,feel
173074,10563,like
173075,10563,you
173076,10563,are
173077,10563,the
173078,10563,most
173079,10563,important
173080,10563,person
173081,10563,in
173082,10563,the
173083,10563,world
173084,10563,.
173085,10564,Jana
173086,10564,made
173087,10564,me
173088,10564,feel
173089,10564,very
173090,10564,comfortable
173091,10564,.
173092,10565,Provided
173093,10565,me
173094,10565,with
173095,10565,warm
173096,10565,blanket
173097,10565,and
173098,10565,has
173099,10565,soft
173100,10565,music
173101,10565,playing
173102,10565,.
173103,10566,Walking
173104,10566,in
173105,10566,the
173106,10566,door
173107,10566,you
173108,10566,are
173109,10566,made
173110,10566,to
173111,10566,feel
173112,10566,happy
173113,10566,and
173114,10566,relaxed
173115,10566,.
173116,10567,Equipment
173117,10567,is
173118,10567,state
173119,10567,of
173120,10567,the
173121,10567,art
173122,10567,.
173123,10568,I
173124,10568,would
173125,10568,reccomend
173126,10568,anyone
173127,10568,to
173128,10568,go
173129,10568,see
173130,10568,Jana
173131,10568,Kueck
173132,10568,and
173133,10568,Robin
173134,10568,Talley
173135,10568,to
173136,10568,see
173137,10568,all
173138,10568,the
173139,10568,many
173140,10568,procedures
173141,10568,they
173142,10568,have
173143,10568,to
173144,10568,offer
173145,10568,.
173146,10569,Dave
173147,10569,is
173148,10569,a
173149,10569,patient
173150,10569,and
173151,10569,methodical
173152,10569,teacher
173153,10569,","
173154,10569,who
173155,10569,has
173156,10569,a
173157,10569,great
173158,10569,ear
173159,10569,and
173160,10569,sensitivity
173161,10569,for
173162,10569,his
173163,10569,students
173164,10569,'
173165,10569,passion
173166,10569,and
173167,10569,the
173168,10569,direction
173169,10569,they
173170,10569,want
173171,10569,their
173172,10569,lessons
173173,10569,to
173174,10569,take
173175,10569,.
173176,10570,Also
173177,10570,","
173178,10570,he
173179,10570,loves
173180,10570,teaching
173181,10570,so
173182,10570,much
173183,10570,","
173184,10570,his
173185,10570,price
173186,10570,is
173187,10570,unbeatable
173188,10570,","
173189,10570,but
173190,10570,that
173191,10570,does
173192,10570,not
173193,10570,change
173194,10570,his
173195,10570,level
173196,10570,of
173197,10570,skill
173198,10570,.
173199,10571,Dave
173200,10571,has
173201,10571,much
173202,10571,to
173203,10571,offer
173204,10571,.
173205,10572,In
173206,10572,just
173207,10572,2
173208,10572,-
173209,10572,3
173210,10572,focused
173211,10572,lessons
173212,10572,","
173213,10572,I
173214,10572,'m
173215,10572,already
173216,10572,now
173217,10572,capable
173218,10572,of
173219,10572,picking
173220,10572,up
173221,10572,new
173222,10572,songs
173223,10572,off
173224,10572,YouTube
173225,10572,guitar
173226,10572,how
173227,10572,to
173228,10572,videos
173229,10572,and
173230,10572,am
173231,10572,even
173232,10572,writing
173233,10572,my
173234,10572,own
173235,10572,orginals
173236,10572,with
173237,10572,confidence
173238,10572,!
173239,10573,~Jason
173240,10574,We
173241,10574,love
173242,10574,our
173243,10574,new
173244,10574,roof
173245,10574,!
173246,10575,We
173247,10575,would
173248,10575,like
173249,10575,to
173250,10575,thank
173251,10575,you
173252,10575,for
173253,10575,the
173254,10575,roofing
173255,10575,job
173256,10575,you
173257,10575,did
173258,10575,on
173259,10575,our
173260,10575,home
173261,10575,.
173262,10576,Everything
173263,10576,was
173264,10576,done
173265,10576,on
173266,10576,a
173267,10576,timely
173268,10576,manner
173269,10576,and
173270,10576,things
173271,10576,were
173272,10576,cleaned
173273,10576,and
173274,10576,picked
173275,10576,up
173276,10576,every
173277,10576,day
173278,10576,when
173279,10576,the
173280,10576,crew
173281,10576,was
173282,10576,done
173283,10576,.
173284,10577,We
173285,10577,also
173286,10577,liked
173287,10577,the
173288,10577,way
173289,10577,that
173290,10577,Ray
173291,10577,checked
173292,10577,on
173293,10577,the
173294,10577,job
173295,10577,everyday
173296,10577,.
173297,10578,And
173298,10578,when
173299,10578,the
173300,10578,job
173301,10578,was
173302,10578,done
173303,10578,every
173304,10578,thing
173305,10578,was
173306,10578,cleaned
173307,10578,up
173308,10578,and
173309,10578,hauled
173310,10578,off
173311,10578,that
173312,10578,same
173313,10578,day
173314,10578,.
173315,10579,We
173316,10579,would
173317,10579,not
173318,10579,hesitate
173319,10579,to
173320,10579,use
173321,10579,Spears
173322,10579,Roofing
173323,10579,again
173324,10579,.
173325,10580,We
173326,10580,have
173327,10580,already
173328,10580,recommended
173329,10580,you
173330,10580,to
173331,10580,some
173332,10580,of
173333,10580,our
173334,10580,friends
173335,10580,!
173336,10581,OMFG
173337,10582,I
173338,10582,FUCKING
173339,10582,HATE
173340,10582,THIS
173341,10582,PLACE
173342,10582,EVERY
173343,10582,TIME
173344,10582,i
173345,10582,GO
173346,10582,THIS
173347,10582,HOT
173348,10582,CHICK
173349,10582,SHOWS
173350,10582,UP
173351,10582,AND
173352,10582,i
173353,10582,MEAN
173354,10582,REALLY
173355,10582,HOT
173356,10582,BUT
173357,10582,SHE
173358,10582,IS
173359,10582,LIKE
173360,10582,REAAAALLY
173361,10582,DUMB
173362,10582,AND
173363,10582,THEN
173364,10582,THEIR
173365,10582,IS
173366,10582,THIS
173367,10582,OTHER
173368,10582,CHICK
173369,10582,THAT
173370,10582,IS
173371,10582,REALY
173372,10582,UGLY
173373,10582,BUT
173374,10582,SHE
173375,10582,IS
173376,10582,LIKE
173377,10582,SUPER
173378,10582,SMART
173379,10582,SHE
173380,10582,COULD
173381,10582,BE
173382,10582,A
173383,10582,SCIENTIST
173384,10582,","
173385,10582,BUT
173386,10582,THEN
173387,10582,THEIR
173388,10582,IS
173389,10582,THIS
173390,10582,STONER
173391,10582,WHO
173392,10582,ALWAYS
173393,10582,COMES
173394,10582,HERE
173395,10582,HIGH
173396,10582,AND
173397,10582,HE
173398,10582,ALWAYS
173399,10582,BRINGS
173400,10582,HIS
173401,10582,FUCKING
173402,10582,DOG
173403,10582,WHO
173404,10582,IS
173405,10582,SO
173406,10582,HIGH
173407,10582,FROM
173408,10582,THE
173409,10582,SECOND
173410,10582,HAND
173411,10582,SMOKE
173412,10582,I
173413,10582,THINK
173414,10582,HE
173415,10582,IS
173416,10582,TRYING
173417,10582,TO
173418,10582,TALK
173419,10582,.
173420,10583,ANYWAY
173421,10583,WE
173422,10583,DRIVE
173423,10583,AROUND
173424,10583,IN
173425,10583,MY
173426,10583,VAN
173427,10583,AND
173428,10583,SOLVE
173429,10583,MYSTERYS
173430,10583,AND
173431,10583,SHIT
173432,10584,AMAZINGLY
173433,10584,YUMMY
173434,10584,!
173435,10585,I
173436,10585,just
173437,10585,got
173438,10585,back
173439,10585,from
173440,10585,france
173441,10585,yesterday
173442,10585,and
173443,10585,just
173444,10585,missed
173445,10585,the
173446,10585,food
173447,10585,already
173448,10585,!
173449,10586,My
173450,10586,sister
173451,10586,in
173452,10586,law
173453,10586,told
173454,10586,me
173455,10586,about
173456,10586,this
173457,10586,amazing
173458,10586,new
173459,10586,crepe
173460,10586,place
173461,10586,in
173462,10586,town
173463,10586,","
173464,10586,I
173465,10586,was
173466,10586,so
173467,10586,excited
173468,10586,I
173469,10586,just
173470,10586,wanted
173471,10586,to
173472,10586,go
173473,10586,and
173474,10586,test
173475,10586,it
173476,10586,out
173477,10586,for
173478,10586,my
173479,10586,self
173480,10586,!
173481,10587,Their
173482,10587,customer
173483,10587,service
173484,10587,was
173485,10587,perfect
173486,10587,!
173487,10588,Their
173488,10588,Food
173489,10588,was
173490,10588,better
173491,10588,then
173492,10588,anything
173493,10588,I
173494,10588,had
173495,10588,ever
173496,10588,tasted
173497,10588,.
173498,10589,EVEN
173499,10589,IN
173500,10589,FRANCE
173501,10589,!
173502,10590,I
173503,10590,would
173504,10590,highly
173505,10590,recommend
173506,10590,this
173507,10590,place
173508,10590,to
173509,10590,anyone
173510,10590,looking
173511,10590,for
173512,10590,a
173513,10590,great
173514,10590,atmosphere
173515,10590,","
173516,10590,amazing
173517,10590,food
173518,10590,","
173519,10590,and
173520,10590,great
173521,10590,customer
173522,10590,service
173523,10590,!
173524,10591,Thank
173525,10591,you
173526,10591,Roll
173527,10591,UP
173528,10591,Crepes
173529,10591,!
173530,10592,This
173531,10592,is
173532,10592,one
173533,10592,of
173534,10592,the
173535,10592,worst
173536,10592,places
173537,10592,I
173538,10592,have
173539,10592,stayed
173540,10592,","
173541,10592,we
173542,10592,cut
173543,10592,out
173544,10592,stay
173545,10592,short
173546,10592,and
173547,10592,went
173548,10592,to
173549,10592,the
173550,10592,Mulberry
173551,10592,.
173552,10593,Even
173553,10593,though
173554,10593,they
173555,10593,still
173556,10593,charge
173557,10593,you
173558,10593,the
173559,10593,days
173560,10593,you
173561,10593,booked
173562,10593,but
173563,10593,wo
173564,10593,n't
173565,10593,use
173566,10593,","
173567,10593,it
173568,10593,is
173569,10593,worth
173570,10593,the
173571,10593,get
173572,10593,the
173573,10593,hell
173574,10593,out
173575,10593,of
173576,10593,this
173577,10593,crap
173578,10593,hole
173579,10593,.
173580,10594,The
173581,10594,whole
173582,10594,experience
173583,10594,shows
173584,10594,a
173585,10594,hotel
173586,10594,managed
173587,10594,by
173588,10594,what
173589,10594,must
173590,10594,be
173591,10594,a
173592,10594,2
173593,10594,star
173594,10594,hotel
173595,10594,manager
173596,10594,.
173597,10595,Bad
173598,10595,service
173599,10595,starting
173600,10595,from
173601,10595,the
173602,10595,front
173603,10595,desk
173604,10595,.
173605,10596,The
173606,10596,best
173607,10596,person
173608,10596,is
173609,10596,the
173610,10596,valet
173611,10596,.
173612,10597,Short
173613,10597,of
173614,10597,that
173615,10597,","
173616,10597,avoid
173617,10597,this
173618,10597,place
173619,10597,","
173620,10597,as
173621,10597,a
173622,10597,silver
173623,10597,Marriott
173624,10597,member
173625,10597,","
173626,10597,this
173627,10597,is
173628,10597,a
173629,10597,disgrace
173630,10597,.
173631,10598,BEST
173632,10598,PLACE
173633,10598,IN
173634,10598,AMES
173635,10599,I
173636,10599,lived
173637,10599,here
173638,10599,for
173639,10599,two
173640,10599,years
173641,10599,when
173642,10599,the
173643,10599,prices
173644,10599,were
173645,10599,a
173646,10599,little
173647,10599,lower
173648,10599,:)
173649,10599,The
173650,10599,places
173651,10599,are
173652,10599,very
173653,10599,nice
173654,10599,and
173655,10599,clean
173656,10599,","
173657,10599,and
173658,10599,in
173659,10599,great
173660,10599,condition
173661,10599,!
173662,10600,I
173663,10600,really
173664,10600,enjoyed
173665,10600,the
173666,10600,staff
173667,10600,at
173668,10600,Wessex
173669,10600,","
173670,10600,also
173671,10600,the
173672,10600,manager
173673,10600,Sherri
173674,10600,was
173675,10600,always
173676,10600,very
173677,10600,nice
173678,10600,and
173679,10600,helpful
173680,10600,.
173681,10601,The
173682,10601,fitness
173683,10601,center
173684,10601,was
173685,10601,GREAT
173686,10601,!
173687,10602,The
173688,10602,only
173689,10602,problem
173690,10602,that
173691,10602,I
173692,10602,had
173693,10602,in
173694,10602,2
173695,10602,years
173696,10602,of
173697,10602,living
173698,10602,there
173699,10602,was
173700,10602,that
173701,10602,the
173702,10602,walls
173703,10602,are
173704,10602,pretty
173705,10602,thin
173706,10602,","
173707,10602,sometimes
173708,10602,I
173709,10602,could
173710,10602,here
173711,10602,my
173712,10602,neighbors
173713,10602,conversations
173714,10602,.
173715,10603,I
173716,10603,would
173717,10603,recommend
173718,10603,these
173719,10603,apartments
173720,10603,to
173721,10603,anybody
173722,10603,!
173723,10604,I
173724,10604,absolutely
173725,10604,LOVED
173726,10604,living
173727,10604,there
173728,10604,.
173729,10605,The
173730,10605,Best
173731,10605,Service
173732,10605,Ever
173733,10605,!
173734,10605,!
173735,10606,I
173736,10606,have
173737,10606,never
173738,10606,had
173739,10606,better
173740,10606,service
173741,10606,.
173742,10607,My
173743,10607,car
173744,10607,broke
173745,10607,down
173746,10607,and
173747,10607,roadside
173748,10607,towed
173749,10607,my
173750,10607,vehicle
173751,10607,to
173752,10607,Sussman
173753,10607,Kia
173754,10607,.
173755,10608,They
173756,10608,squeezed
173757,10608,me
173758,10608,in
173759,10608,and
173760,10608,had
173761,10608,me
173762,10608,back
173763,10608,up
173764,10608,and
173765,10608,running
173766,10608,in
173767,10608,no
173768,10608,time
173769,10608,.
173770,10609,Everyone
173771,10609,was
173772,10609,pleasant
173773,10609,and
173774,10609,very
173775,10609,helpful
173776,10609,.
173777,10610,The
173778,10610,service
173779,10610,department
173780,10610,even
173781,10610,gave
173782,10610,me
173783,10610,a
173784,10610,ride
173785,10610,home
173786,10610,and
173787,10610,picked
173788,10610,me
173789,10610,up
173790,10610,when
173791,10610,my
173792,10610,car
173793,10610,was
173794,10610,finished
173795,10610,.
173796,10611,The
173797,10611,advisor
173798,10611,kept
173799,10611,me
173800,10611,up
173801,10611,to
173802,10611,date
173803,10611,and
173804,10611,informed
173805,10611,on
173806,10611,the
173807,10611,progress
173808,10611,of
173809,10611,my
173810,10611,vehicle
173811,10611,.
173812,10612,I
173813,10612,give
173814,10612,this
173815,10612,dealer
173816,10612,an
173817,10612,A+
173818,10612,!
173819,10613,I
173820,10613,will
173821,10613,definitely
173822,10613,be
173823,10613,bringing
173824,10613,my
173825,10613,car
173826,10613,back
173827,10613,for
173828,10613,service
173829,10613,.
173830,10614,HEAVEN
173831,10614,ON
173832,10614,EARTHHHHHHH
173833,10614,!
173834,10614,!
173835,10614,!
173836,10614,!
173837,10615,MUST
173838,10615,TRY
173839,10615,!
173840,10615,!
173841,10615,!
173842,10616,A+++
173843,10617,THIS
173844,10617,PLACE
173845,10617,IS
173846,10617,THE
173847,10617,BEST
173848,10617,.
173849,10618,I
173850,10618,HATED
173851,10618,SUSHI
173852,10618,BEFORE
173853,10618,BUT
173854,10618,NOW
173855,10618,I
173856,10618,CANT
173857,10618,STOP
173858,10618,EATTING
173859,10618,IT
173860,10618,!
173861,10618,!
173862,10618,!
173863,10618,!
173864,10618,!
173865,10618,!
173866,10618,!
173867,10619,NICE
173868,10619,SERVICE
173869,10619,","
173870,10619,AND
173871,10619,EXCELLENT
173872,10619,FOOD
173873,10619,.
173874,10620,EVERYTHING
173875,10620,IN
173876,10620,HERE
173877,10620,SEEMS
173878,10620,TO
173879,10620,AMAZE
173880,10620,ME
173881,10620,!
173882,10620,!
173883,10620,!
173884,10621,THEIR
173885,10621,GRILL
173886,10621,DISHES
173887,10621,ARE
173888,10621,OUTTA
173889,10621,THIS
173890,10621,WORLD
173891,10621,AND
173892,10621,SUSHI
173893,10621,IS
173894,10621,JUST
173895,10621,FABULOUS
173896,10621,!
173897,10621,!
173898,10621,!
173899,10621,!
173900,10622,I
173901,10622,EAT
173902,10622,HERE
173903,10622,AT
173904,10622,LEAST
173905,10622,5
173906,10622,DAYS
173907,10622,A
173908,10622,WEEK
173909,10622,.
173910,10623,THEY
173911,10623,HAVE
173912,10623,EXCELLENT
173913,10623,SUSHI
173914,10623,CHEF
173915,10623,SPECIAL
173916,10623,ROLLS
173917,10623,FOR
173918,10623,A
173919,10623,FAIR
173920,10623,PRICE
173921,10623,AND
173922,10623,SO
173923,10623,IS
173924,10623,THE
173925,10623,GRILL
173926,10623,ORDERS
173927,10623,.
173928,10624,A++++
173929,10624,!
173930,10624,!
173931,10624,!
173932,10624,!
173933,10624,!
173934,10624,!
173935,10624,!
173936,10624,!
173937,10624,!
173938,10624,!
173939,10624,!
173940,10624,!
173941,10624,!
173942,10624,!
173943,10624,!
173944,10624,!
173945,10624,!
173946,10624,!
173947,10624,!
173948,10624,!
173949,10624,!
173950,10624,!
173951,10624,!
173952,10624,!
173953,10624,!
173954,10624,!
173955,10624,!
173956,10624,!
173957,10624,!
173958,10624,!
173959,10624,!
173960,10624,!
173961,10625,JUNO
173962,10625,AND
173963,10625,OPEN
173964,10625,I
173965,10625,LOVE
173966,10625,YOU
173967,10625,GUYS
173968,10625,!
173969,10625,!
173970,10625,!
173971,10625,!
173972,10625,!
173973,10625,!
173974,10625,!
173975,10625,!
173976,10625,!
173977,10625,!
173978,10625,!
173979,10625,!
173980,10625,!
173981,10625,!
173982,10626,[
173983,10626,no
173984,10626,homo
173985,10626,]
173986,10626,:D
173987,10627,friendly
173988,10627,","
173989,10627,fine
173990,10627,food
173991,10628,The
173992,10628,one
173993,10628,-
173994,10628,star
173995,10628,review
173996,10628,from
173997,10628,2005
173998,10628,is
173999,10628,out
174000,10628,of
174001,10628,date
174002,10628,.
174003,10629,There
174004,10629,was
174005,10629,a
174006,10629,change
174007,10629,of
174008,10629,ownership
174009,10629,a
174010,10629,couple
174011,10629,of
174012,10629,years
174013,10629,ago
174014,10629,and
174015,10629,service
174016,10629,is
174017,10629,both
174018,10629,quick
174019,10629,and
174020,10629,extremely
174021,10629,friendly
174022,10629,.
174023,10630,The
174024,10630,food
174025,10630,continues
174026,10630,to
174027,10630,be
174028,10630,very
174029,10630,good
174030,10630,--
174031,10630,deli
174032,10630,sandwiches
174033,10630,","
174034,10630,homemade
174035,10630,soups
174036,10630,","
174037,10630,fresh
174038,10630,salads
174039,10630,.
174040,10631,The
174041,10631,atmosphere
174042,10631,may
174043,10631,not
174044,10631,be
174045,10631,for
174046,10631,everyone
174047,10631,.
174048,10632,It
174049,10632,is
174050,10632,a
174051,10632,bustling
174052,10632,place
174053,10632,where
174054,10632,separate
174055,10632,parties
174056,10632,are
174057,10632,seated
174058,10632,at
174059,10632,the
174060,10632,same
174061,10632,table
174062,10632,(
174063,10632,as
174064,10632,in
174065,10632,many
174066,10632,European
174067,10632,cafes
174068,10632,)
174069,10632,","
174070,10632,but
174071,10632,if
174072,10632,you
174073,10632,are
174074,10632,OK
174075,10632,with
174076,10632,that
174077,10632,","
174078,10632,the
174079,10632,food
174080,10632,is
174081,10632,very
174082,10632,good
174083,10632,.
174084,10633,Love
174085,10633,the
174086,10633,soups
174087,10633,.
174088,10634,The
174089,10634,New
174090,10634,Italian
174091,10634,Kid
174092,10634,on
174093,10634,the
174094,10634,Block
174095,10635,Another
174096,10635,Italian
174097,10635,restaurant
174098,10635,in
174099,10635,Collingswood
174100,10635,?
174101,10636,Do
174102,10636,we
174103,10636,need
174104,10636,another
174105,10636,one
174106,10636,?
174107,10637,Only
174108,10637,if
174109,10637,it
174110,10637,is
174111,10637,of
174112,10637,the
174113,10637,quality
174114,10637,of
174115,10637,That
174116,10637,'s
174117,10637,Amore
174118,10637,.
174119,10638,The
174120,10638,menu
174121,10638,has
174122,10638,the
174123,10638,usual
174124,10638,but
174125,10638,then
174126,10638,they
174127,10638,step
174128,10638,it
174129,10638,up
174130,10638,another
174131,10638,notch
174132,10638,.
174133,10639,The
174134,10639,arancini
174135,10639,di
174136,10639,riso
174137,10639,(
174138,10639,risotto
174139,10639,fritters
174140,10639,)
174141,10639,are
174142,10639,not
174143,10639,to
174144,10639,be
174145,10639,missed
174146,10639,.
174147,10640,Chicken
174148,10640,saltimboca
174149,10640,was
174150,10640,excellent
174151,10640,and
174152,10640,then
174153,10640,there
174154,10640,'s
174155,10640,the
174156,10640,chocolate
174157,10640,mousse
174158,10640,that
174159,10640,comes
174160,10640,straight
174161,10640,from
174162,10640,heaven
174163,10640,.
174164,10641,Pay
174165,10641,extra
174166,10641,attention
174167,10641,to
174168,10641,the
174169,10641,appetizers
174170,10641,-
174171,10641,the
174172,10641,next
174173,10641,time
174174,10641,I
174175,10641,go
174176,10641,there
174177,10641,I
174178,10641,'m
174179,10641,planning
174180,10641,on
174181,10641,ordered
174182,10641,a
174183,10641,few
174184,10641,instead
174185,10641,of
174186,10641,an
174187,10641,entree
174188,10641,.
174189,10642,Auto
174190,10642,Towing
174191,10642,is
174192,10642,one
174193,10642,of
174194,10642,the
174195,10642,best
174196,10642,towing
174197,10642,services
174198,10642,I
174199,10642,have
174200,10642,used
174201,10642,.
174202,10643,The
174203,10643,first
174204,10643,time
174205,10643,I
174206,10643,used
174207,10643,them
174208,10643,they
174209,10643,arrived
174210,10643,on
174211,10643,time
174212,10643,and
174213,10643,towed
174214,10643,car
174215,10643,for
174216,10643,me
174217,10643,to
174218,10643,the
174219,10643,destination
174220,10643,I
174221,10643,needed
174222,10643,.
174223,10644,The
174224,10644,auto
174225,10644,mechanics
174226,10644,that
174227,10644,work
174228,10644,for
174229,10644,Auto
174230,10644,Towing
174231,10644,are
174232,10644,very
174233,10644,friendly
174234,10644,and
174235,10644,informative
174236,10644,and
174237,10644,answered
