,Sentence,tokens
9095,And all that time you're overseas you'll be racking up interest.,"['And', 'all', 'that', 'time', 'you', ""'re"", 'overseas', 'you', ""'ll"", 'be', 'racking', 'up', 'interest', '.']"
9096,I wouldn't like not having the option to return to NZ.,"['I', 'would', ""n't"", 'like', 'not', 'having', 'the', 'option', 'to', 'return', 'to', 'NZ', '.']"
9097,I guess I'm extremely fortunate that I received a scholarship which paid about 800f my course fees through my degree.,"['I', 'guess', 'I', ""'m"", 'extremely', 'fortunate', 'that', 'I', 'received', 'a', 'scholarship', 'which', 'paid', 'about', '800f', 'my', 'course', 'fees', 'through', 'my', 'degree', '.']"
9098,But I worked hard and I'm still working hard.,"['But', 'I', 'worked', 'hard', 'and', 'I', ""'m"", 'still', 'working', 'hard', '.']"
9099,There are far too many lazy people out there who think that they can sit around a job will fall in their lap.,"['There', 'are', 'far', 'too', 'many', 'lazy', 'people', 'out', 'there', 'who', 'think', 'that', 'they', 'can', 'sit', 'around', 'a', 'job', 'will', 'fall', 'in', 'their', 'lap', '.']"
9100,My 2c. ....,"['My', '2c', '.', '....']"
9101,Get an education!,"['Get', 'an', 'education', '!']"
9102,I'm doing fine.,"['I', ""'m"", 'doing', 'fine', '.']"
9103,"Whilst youth jobs are thin on the ground, don't assume it's better in Oz.","['Whilst', 'youth', 'jobs', 'are', 'thin', 'on', 'the', 'ground', ',', 'do', ""n't"", 'assume', 'it', ""'s"", 'better', 'in', 'Oz', '.']"
9104,"People have been fleeing this country at roughly a plane load per week for the past 20+ years, so it's not anything new.","['People', 'have', 'been', 'fleeing', 'this', 'country', 'at', 'roughly', 'a', 'plane', 'load', 'per', 'week', 'for', 'the', 'past', '20', '+', 'years', ',', 'so', 'it', ""'s"", 'not', 'anything', 'new', '.']"
9105,It depends on what you hunger for.,"['It', 'depends', 'on', 'what', 'you', 'hunger', 'for', '.']"
9106,700f jobs aren't advertised.,"['700f', 'jobs', 'are', ""n't"", 'advertised', '.']"
9107,That means making yourself known; that means networking.,"['That', 'means', 'making', 'yourself', 'known', ';', 'that', 'means', 'networking', '.']"
9108,why does my baby king snake refuse to eat?,"['why', 'does', 'my', 'baby', 'king', 'snake', 'refuse', 'to', 'eat', '?']"
9109,i have a baby eastern king snake.,"['i', 'have', 'a', 'baby', 'eastern', 'king', 'snake', '.']"
9110,i have tried EVERYTHING i can to get him to eat but he refuses.,"['i', 'have', 'tried', 'EVERYTHING', 'i', 'can', 'to', 'get', 'him', 'to', 'eat', 'but', 'he', 'refuses', '.']"
9111,"he has a great environment, with water and lots of hiding places and a heat lamp.","['he', 'has', 'a', 'great', 'environment', ',', 'with', 'water', 'and', 'lots', 'of', 'hiding', 'places', 'and', 'a', 'heat', 'lamp', '.']"
9112,"as far as i know, everything is as good as it can be where his aquarium is concerned.","['as', 'far', 'as', 'i', 'know', ',', 'everything', 'is', 'as', 'good', 'as', 'it', 'can', 'be', 'where', 'his', 'aquarium', 'is', 'concerned', '.']"
9113,"according to the vet, he is healthy and looks good.","['according', 'to', 'the', 'vet', ',', 'he', 'is', 'healthy', 'and', 'looks', 'good', '.']"
9114,he has been going to the bathroom like he should.,"['he', 'has', 'been', 'going', 'to', 'the', 'bathroom', 'like', 'he', 'should', '.']"
9115,(i know that snakes that have problems going to the bathroom won't eat.),"['(', 'i', 'know', 'that', 'snakes', 'that', 'have', 'problems', 'going', 'to', 'the', 'bathroom', 'wo', ""n't"", 'eat', '.', ')']"
9116,"he has been drinking water (i am pretty sure he has been drinking it out of his bowl, but also i have been feeding him water and he doesn't ever give me a problem with that - i just stick his head near the water and he sucks it down.)","['he', 'has', 'been', 'drinking', 'water', '(', 'i', 'am', 'pretty', 'sure', 'he', 'has', 'been', 'drinking', 'it', 'out', 'of', 'his', 'bowl', ',', 'but', 'also', 'i', 'have', 'been', 'feeding', 'him', 'water', 'and', 'he', 'does', ""n't"", 'ever', 'give', 'me', 'a', 'problem', 'with', 'that', '-', 'i', 'just', 'stick', 'his', 'head', 'near', 'the', 'water', 'and', 'he', 'sucks', 'it', 'down', '.', ')']"
9117,i handle him every few days.,"['i', 'handle', 'him', 'every', 'few', 'days', '.']"
9118,"he is feisty, as most king snakes are, but he is a very nice little guy - he never tries to bite or anything.","['he', 'is', 'feisty', ',', 'as', 'most', 'king', 'snakes', 'are', ',', 'but', 'he', 'is', 'a', 'very', 'nice', 'little', 'guy', '-', 'he', 'never', 'tries', 'to', 'bite', 'or', 'anything', '.']"
9119,i just love him to death.,"['i', 'just', 'love', 'him', 'to', 'death', '.']"
9120,i don't know why he won't eat though!,"['i', 'do', ""n't"", 'know', 'why', 'he', 'wo', ""n't"", 'eat', 'though', '!']"
9121,i have tried feeding him 5 or 6 live pinkies and 4 or 5 frozen (thawed) pinkies.,"['i', 'have', 'tried', 'feeding', 'him', '5', 'or', '6', 'live', 'pinkies', 'and', '4', 'or', '5', 'frozen', '(', 'thawed', ')', 'pinkies', '.']"
9122,i have never tried feeding him a pinky that was bigger around than he is.,"['i', 'have', 'never', 'tried', 'feeding', 'him', 'a', 'pinky', 'that', 'was', 'bigger', 'around', 'than', 'he', 'is', '.']"
9123,i have tried putting him in a small container and putting him in a dark place for an hour or so and he won't touch the pinky.,"['i', 'have', 'tried', 'putting', 'him', 'in', 'a', 'small', 'container', 'and', 'putting', 'him', 'in', 'a', 'dark', 'place', 'for', 'an', 'hour', 'or', 'so', 'and', 'he', 'wo', ""n't"", 'touch', 'the', 'pinky', '.']"
9124,he crawls on top of them but does not try to eat them.,"['he', 'crawls', 'on', 'top', 'of', 'them', 'but', 'does', 'not', 'try', 'to', 'eat', 'them', '.']"
9125,he doesn't seem to know that they are food.,"['he', 'does', ""n't"", 'seem', 'to', 'know', 'that', 'they', 'are', 'food', '.']"
9126,"i have tried ""braining"" both live and dead pinkies, and bloodying them up to get his attention, but he doesn't care.","['i', 'have', 'tried', '""', 'braining', '""', 'both', 'live', 'and', 'dead', 'pinkies', ',', 'and', 'bloodying', 'them', 'up', 'to', 'get', 'his', 'attention', ',', 'but', 'he', 'does', ""n't"", 'care', '.']"
9127,"i have tried dipping both live and thawed pinkies in tuna juice, and in used gerbil bedding.","['i', 'have', 'tried', 'dipping', 'both', 'live', 'and', 'thawed', 'pinkies', 'in', 'tuna', 'juice', ',', 'and', 'in', 'used', 'gerbil', 'bedding', '.']"
9128,i have bought some long reptile feeding tweezers and have tried holding the pinky in front of the snake's face.,"['i', 'have', 'bought', 'some', 'long', 'reptile', 'feeding', 'tweezers', 'and', 'have', 'tried', 'holding', 'the', 'pinky', 'in', 'front', 'of', 'the', 'snake', ""'s"", 'face', '.']"
9129,he wont even try to bite.,"['he', 'wo', 'nt', 'even', 'try', 'to', 'bite', '.']"
9130,i am very discouraged and sad and i don't know what to do.,"['i', 'am', 'very', 'discouraged', 'and', 'sad', 'and', 'i', 'do', ""n't"", 'know', 'what', 'to', 'do', '.']"
9131,he hasn't eaten in an entire month.,"['he', 'has', ""n't"", 'eaten', 'in', 'an', 'entire', 'month', '.']"
9132,i've only tried to feed him one at a time.,"['i', ""'ve"", 'only', 'tried', 'to', 'feed', 'him', 'one', 'at', 'a', 'time', '.']"
9133,"he's just a tiny baby, about the width of a pencil.","['he', ""'s"", 'just', 'a', 'tiny', 'baby', ',', 'about', 'the', 'width', 'of', 'a', 'pencil', '.']"
9134,do babies this small hibernate?,"['do', 'babies', 'this', 'small', 'hibernate', '?']"
9135,When you feed him how many pinkies do you feed him?,"['When', 'you', 'feed', 'him', 'how', 'many', 'pinkies', 'do', 'you', 'feed', 'him', '?']"
9136,If you feed him too many he could just not be hungry.,"['If', 'you', 'feed', 'him', 'too', 'many', 'he', 'could', 'just', 'not', 'be', 'hungry', '.']"
9137,If he doesn't seem interested in them at all I would say he's just not hungry.,"['If', 'he', 'does', ""n't"", 'seem', 'interested', 'in', 'them', 'at', 'all', 'I', 'would', 'say', 'he', ""'s"", 'just', 'not', 'hungry', '.']"
9138,My boyfriend has one and when she's hungry she attacks the pinkie right away.,"['My', 'boyfriend', 'has', 'one', 'and', 'when', 'she', ""'s"", 'hungry', 'she', 'attacks', 'the', 'pinkie', 'right', 'away', '.']"
9139,They can smell it so i'm sure he knows what it is and just don't want it.,"['They', 'can', 'smell', 'it', 'so', 'i', ""'m"", 'sure', 'he', 'knows', 'what', 'it', 'is', 'and', 'just', 'do', ""n't"", 'want', 'it', '.']"
9140,Remember snakes can go awhile without eating.,"['Remember', 'snakes', 'can', 'go', 'awhile', 'without', 'eating', '.']"
9141,"In the winter, they will usually go deep underground and enter a hibernation-like state called brumation, which is characterized by a slowed metabolism and reduced activity.","['In', 'the', 'winter', ',', 'they', 'will', 'usually', 'go', 'deep', 'underground', 'and', 'enter', 'a', 'hibernation', '-', 'like', 'state', 'called', 'brumation', ',', 'which', 'is', 'characterized', 'by', 'a', 'slowed', 'metabolism', 'and', 'reduced', 'activity', '.']"
9142,"King snakes sometimes stop eating, particularly during the cooler part of the year.","['King', 'snakes', 'sometimes', 'stop', 'eating', ',', 'particularly', 'during', 'the', 'cooler', 'part', 'of', 'the', 'year', '.']"
9143,They have a natural instinct to hibernate.,"['They', 'have', 'a', 'natural', 'instinct', 'to', 'hibernate', '.']"
9144,"If the snake is not pregnant or shedding, and its enclosure is properly equipped, a loss of appetite probably signals a beginning of hibernation.","['If', 'the', 'snake', 'is', 'not', 'pregnant', 'or', 'shedding', ',', 'and', 'its', 'enclosure', 'is', 'properly', 'equipped', ',', 'a', 'loss', 'of', 'appetite', 'probably', 'signals', 'a', 'beginning', 'of', 'hibernation', '.']"
9145,"Hibernation is natural, and a necessity for snakes that are going to be bred.","['Hibernation', 'is', 'natural', ',', 'and', 'a', 'necessity', 'for', 'snakes', 'that', 'are', 'going', 'to', 'be', 'bred', '.']"
9146,Another thing that can cause a king snake to stop eating is shedding.,"['Another', 'thing', 'that', 'can', 'cause', 'a', 'king', 'snake', 'to', 'stop', 'eating', 'is', 'shedding', '.']"
9147,"You can tell when your king snake is about to shed, because its eyes will get milky looking.","['You', 'can', 'tell', 'when', 'your', 'king', 'snake', 'is', 'about', 'to', 'shed', ',', 'because', 'its', 'eyes', 'will', 'get', 'milky', 'looking', '.']"
9148,"Its body will be dull looking, too.","['Its', 'body', 'will', 'be', 'dull', 'looking', ',', 'too', '.']"
9149,In a few days the snake will begin to shed its skin.,"['In', 'a', 'few', 'days', 'the', 'snake', 'will', 'begin', 'to', 'shed', 'its', 'skin', '.']"
9150,"For example, some snakes will routinely go off their food in both the summer and winter, feeding mainly in spring and fall.","['For', 'example', ',', 'some', 'snakes', 'will', 'routinely', 'go', 'off', 'their', 'food', 'in', 'both', 'the', 'summer', 'and', 'winter', ',', 'feeding', 'mainly', 'in', 'spring', 'and', 'fall', '.']"
9151,It's natural and so long as you don't see any serious deterioration in their health is nothing to worry about.,"['It', ""'s"", 'natural', 'and', 'so', 'long', 'as', 'you', 'do', ""n't"", 'see', 'any', 'serious', 'deterioration', 'in', 'their', 'health', 'is', 'nothing', 'to', 'worry', 'about', '.']"
9152,"You see, some snakes for no obvious reason will simply go off their food.","['You', 'see', ',', 'some', 'snakes', 'for', 'no', 'obvious', 'reason', 'will', 'simply', 'go', 'off', 'their', 'food', '.']"
9153,They're fit and healthy and their care is suitable.,"['They', ""'re"", 'fit', 'and', 'healthy', 'and', 'their', 'care', 'is', 'suitable', '.']"
9154,hope this helped.,"['hope', 'this', 'helped', '.']"
9155,That's why it's good to have a python!,"['That', ""'s"", 'why', 'it', ""'s"", 'good', 'to', 'have', 'a', 'python', '!']"
9156,It's twice my size and eats a rabbit once a month.,"['It', ""'s"", 'twice', 'my', 'size', 'and', 'eats', 'a', 'rabbit', 'once', 'a', 'month', '.']"
9157,are my two cats fighting or playing?,"['are', 'my', 'two', 'cats', 'fighting', 'or', 'playing', '?']"
9158,how rough is too rough?,"['how', 'rough', 'is', 'too', 'rough', '?']"
9159,help!?,"['help', '!', '?']"
9160,i have a 1 and a half year old male neutered cat and a new 2 month old spayed female kitten.,"['i', 'have', 'a', '1', 'and', 'a', 'half', 'year', 'old', 'male', 'neutered', 'cat', 'and', 'a', 'new', '2', 'month', 'old', 'spayed', 'female', 'kitten', '.']"
9161,the first night i brought her home i did the sniffing under the door thing and left it at that.,"['the', 'first', 'night', 'i', 'brought', 'her', 'home', 'i', 'did', 'the', 'sniffing', 'under', 'the', 'door', 'thing', 'and', 'left', 'it', 'at', 'that', '.']"
9162,"the next day i let her out of the bedroom so they could check each other out, and the kitten hissed twice within the first 20 minutes of meeting each other and now she no longer hisses and they have been playing(chasing each other up and down the hall, rolling around on the ground and pawing at each other).","['the', 'next', 'day', 'i', 'let', 'her', 'out', 'of', 'the', 'bedroom', 'so', 'they', 'could', 'check', 'each', 'other', 'out', ',', 'and', 'the', 'kitten', 'hissed', 'twice', 'within', 'the', 'first', '20', 'minutes', 'of', 'meeting', 'each', 'other', 'and', 'now', 'she', 'no', 'longer', 'hisses', 'and', 'they', 'have', 'been', 'playing(chasing', 'each', 'other', 'up', 'and', 'down', 'the', 'hall', ',', 'rolling', 'around', 'on', 'the', 'ground', 'and', 'pawing', 'at', 'each', 'other', ')', '.']"
9163,only once it looked like my male cat was biting at her neck and then her stomach and she was meowing fairly loud and hissed once then he backed off and now they are fine.,"['only', 'once', 'it', 'looked', 'like', 'my', 'male', 'cat', 'was', 'biting', 'at', 'her', 'neck', 'and', 'then', 'her', 'stomach', 'and', 'she', 'was', 'meowing', 'fairly', 'loud', 'and', 'hissed', 'once', 'then', 'he', 'backed', 'off', 'and', 'now', 'they', 'are', 'fine', '.']"
9164,were they roughhouse playing?,"['were', 'they', 'roughhouse', 'playing', '?']"
9165,or were they actually fighting?,"['or', 'were', 'they', 'actually', 'fighting', '?']"
9166,"he has been ""biting"" at her neck and stomach previously while they play without her meowing or anything so im wondering if he went a little to far that one time.","['he', 'has', 'been', '""', 'biting', '""', 'at', 'her', 'neck', 'and', 'stomach', 'previously', 'while', 'they', 'play', 'without', 'her', 'meowing', 'or', 'anything', 'so', 'i', 'm', 'wondering', 'if', 'he', 'went', 'a', 'little', 'to', 'far', 'that', 'one', 'time', '.']"
9167,any answers help!!!!!!,"['any', 'answers', 'help', '!', '!', '!', '!', '!', '!']"
9168,you did not leave the new kitten in the room long enough.,"['you', 'did', 'not', 'leave', 'the', 'new', 'kitten', 'in', 'the', 'room', 'long', 'enough', '.']"
9169,"you need to do that for a least a week, or else this type of territorial fighting will happen.","['you', 'need', 'to', 'do', 'that', 'for', 'a', 'least', 'a', 'week', ',', 'or', 'else', 'this', 'type', 'of', 'territorial', 'fighting', 'will', 'happen', '.']"
9170,giving the new kitten her own small territory will help her to feel safe and will give her a place to go to when scared.,"['giving', 'the', 'new', 'kitten', 'her', 'own', 'small', 'territory', 'will', 'help', 'her', 'to', 'feel', 'safe', 'and', 'will', 'give', 'her', 'a', 'place', 'to', 'go', 'to', 'when', 'scared', '.']"
9171,"right now, your male is fighting off an intruder, and he feels that all of the house is his.","['right', 'now', ',', 'your', 'male', 'is', 'fighting', 'off', 'an', 'intruder', ',', 'and', 'he', 'feels', 'that', 'all', 'of', 'the', 'house', 'is', 'his', '.']"
9172,"put her back in the room, and keep the door closed for a week.","['put', 'her', 'back', 'in', 'the', 'room', ',', 'and', 'keep', 'the', 'door', 'closed', 'for', 'a', 'week', '.']"
9173,then let her out for ten minutes.,"['then', 'let', 'her', 'out', 'for', 'ten', 'minutes', '.']"
9174,"make it fifteen the next day, then twenty, and so on.","['make', 'it', 'fifteen', 'the', 'next', 'day', ',', 'then', 'twenty', ',', 'and', 'so', 'on', '.']"
9175,"this will do two things; the new kitten will rub her cheek on the furniture in her room, making it her territory.","['this', 'will', 'do', 'two', 'things', ';', 'the', 'new', 'kitten', 'will', 'rub', 'her', 'cheek', 'on', 'the', 'furniture', 'in', 'her', 'room', ',', 'making', 'it', 'her', 'territory', '.']"
9176,she will start to calm down and feel safe - you can bet she doesn't now.,"['she', 'will', 'start', 'to', 'calm', 'down', 'and', 'feel', 'safe', '-', 'you', 'can', 'bet', 'she', 'does', ""n't"", 'now', '.']"
9177,"she knows she is invading someone else's territory, but can't help it, and has no where to go.","['she', 'knows', 'she', 'is', 'invading', 'someone', 'else', ""'s"", 'territory', ',', 'but', 'ca', ""n't"", 'help', 'it', ',', 'and', 'has', 'no', 'where', 'to', 'go', '.']"
9178,she will be able to sleep without being afraid.,"['she', 'will', 'be', 'able', 'to', 'sleep', 'without', 'being', 'afraid', '.']"
9179,"as well, your male will be able to see that his territory is not threatened.","['as', 'well', ',', 'your', 'male', 'will', 'be', 'able', 'to', 'see', 'that', 'his', 'territory', 'is', 'not', 'threatened', '.']"
9180,"when the door opens, he will get that the one room is hers, and he will be OK with that.","['when', 'the', 'door', 'opens', ',', 'he', 'will', 'get', 'that', 'the', 'one', 'room', 'is', 'hers', ',', 'and', 'he', 'will', 'be', 'OK', 'with', 'that', '.']"
9181,the territory thing will be solved.,"['the', 'territory', 'thing', 'will', 'be', 'solved', '.']"
9182,your male is hurting her to put her in her place - biting her scruff is dominance and biting the belly is a move cats use when hunting - to pull the guts out of their prey.,"['your', 'male', 'is', 'hurting', 'her', 'to', 'put', 'her', 'in', 'her', 'place', '-', 'biting', 'her', 'scruff', 'is', 'dominance', 'and', 'biting', 'the', 'belly', 'is', 'a', 'move', 'cats', 'use', 'when', 'hunting', '-', 'to', 'pull', 'the', 'guts', 'out', 'of', 'their', 'prey', '.']"
9183,this is not good.,"['this', 'is', 'not', 'good', '.']"
9184,"give them time to set up their territories, and once you bring the new kitten out, pay a lot of attention to the male.","['give', 'them', 'time', 'to', 'set', 'up', 'their', 'territories', ',', 'and', 'once', 'you', 'bring', 'the', 'new', 'kitten', 'out', ',', 'pay', 'a', 'lot', 'of', 'attention', 'to', 'the', 'male', '.']"
9185,"you have brought someone else into his territory, and he needs to be reminded that you still love him, and support his claim to his space.","['you', 'have', 'brought', 'someone', 'else', 'into', 'his', 'territory', ',', 'and', 'he', 'needs', 'to', 'be', 'reminded', 'that', 'you', 'still', 'love', 'him', ',', 'and', 'support', 'his', 'claim', 'to', 'his', 'space', '.']"
9186,"that will help to reassure him, and he will be less aggressive with her.","['that', 'will', 'help', 'to', 'reassure', 'him', ',', 'and', 'he', 'will', 'be', 'less', 'aggressive', 'with', 'her', '.']"
9187,"when they play fight, they don't hiss.","['when', 'they', 'play', 'fight', ',', 'they', 'do', ""n't"", 'hiss', '.']"
9188,"if they hiss, they are not playing.","['if', 'they', 'hiss', ',', 'they', 'are', 'not', 'playing', '.']"
9189,"if they bite, and one cries, you must separate them, and you must keep an eye on them.","['if', 'they', 'bite', ',', 'and', 'one', 'cries', ',', 'you', 'must', 'separate', 'them', ',', 'and', 'you', 'must', 'keep', 'an', 'eye', 'on', 'them', '.']"
9190,"hissing is OK, unless they start to fight.","['hissing', 'is', 'OK', ',', 'unless', 'they', 'start', 'to', 'fight', '.']"
9191,"if that happens, separate them, and give them time apart.","['if', 'that', 'happens', ',', 'separate', 'them', ',', 'and', 'give', 'them', 'time', 'apart', '.']"
9192,"putting the girl in her territory will make her feel less afraid, and she will relax.","['putting', 'the', 'girl', 'in', 'her', 'territory', 'will', 'make', 'her', 'feel', 'less', 'afraid', ',', 'and', 'she', 'will', 'relax', '.']"
9193,good luck!,"['good', 'luck', '!']"
9194,"A hiss is basically a ""get the f*ck away"" sound.","['A', 'hiss', 'is', 'basically', 'a', '""', 'get', 'the', 'f*ck', 'away', '""', 'sound', '.']"
9195,It means they've gone too far.,"['It', 'means', 'they', ""'ve"", 'gone', 'too', 'far', '.']"
9196,When they start bleeding that means they're really fighting.,"['When', 'they', 'start', 'bleeding', 'that', 'means', 'they', ""'re"", 'really', 'fighting', '.']"
9197,"If they're going kinda slow and like fake biting (not biting as hard as they can), and fake scratching (not hitting as hard as they can with their paws) then they're playing.","['If', 'they', ""'re"", 'going', 'kinda', 'slow', 'and', 'like', 'fake', 'biting', '(', 'not', 'biting', 'as', 'hard', 'as', 'they', 'can', ')', ',', 'and', 'fake', 'scratching', '(', 'not', 'hitting', 'as', 'hard', 'as', 'they', 'can', 'with', 'their', 'paws', ')', 'then', 'they', ""'re"", 'playing', '.']"
9198,"I have two cats, and at first they hissed at each other because cats are very territorial, but now they do fight and play.","['I', 'have', 'two', 'cats', ',', 'and', 'at', 'first', 'they', 'hissed', 'at', 'each', 'other', 'because', 'cats', 'are', 'very', 'territorial', ',', 'but', 'now', 'they', 'do', 'fight', 'and', 'play', '.']"
9199,"The difference is when the cat hisses, that means they are annoyed and they want the other cat to go away.","['The', 'difference', 'is', 'when', 'the', 'cat', 'hisses', ',', 'that', 'means', 'they', 'are', 'annoyed', 'and', 'they', 'want', 'the', 'other', 'cat', 'to', 'go', 'away', '.']"
9200,That means they are fighting.,"['That', 'means', 'they', 'are', 'fighting', '.']"
9201,When they are just jumping at each other and their tails are wagging that means that they are playing.,"['When', 'they', 'are', 'just', 'jumping', 'at', 'each', 'other', 'and', 'their', 'tails', 'are', 'wagging', 'that', 'means', 'that', 'they', 'are', 'playing', '.']"
9202,I can see how you get confused though. :),"['I', 'can', 'see', 'how', 'you', 'get', 'confused', 'though', '.', ':)']"
9203,What was the goal for North Vietnam in the Tet offensive?,"['What', 'was', 'the', 'goal', 'for', 'North', 'Vietnam', 'in', 'the', 'Tet', 'offensive', '?']"
9204,When Johnson deployed troops in 1964 he was advised by the military it would take a half-million troops about ten years to pacify South Vietnam.,"['When', 'Johnson', 'deployed', 'troops', 'in', '1964', 'he', 'was', 'advised', 'by', 'the', 'military', 'it', 'would', 'take', 'a', 'half', '-', 'million', 'troops', 'about', 'ten', 'years', 'to', 'pacify', 'South', 'Vietnam', '.']"
9205,He refused to believe them and ordered the military to win the war within two to three years (before the next election in 1968).,"['He', 'refused', 'to', 'believe', 'them', 'and', 'ordered', 'the', 'military', 'to', 'win', 'the', 'war', 'within', 'two', 'to', 'three', 'years', '(', 'before', 'the', 'next', 'election', 'in', '1968', ')', '.']"
9206,He did not give them the number of troops they requested.,"['He', 'did', 'not', 'give', 'them', 'the', 'number', 'of', 'troops', 'they', 'requested', '.']"
9207,"This left Westmoreland with few options, so he adapted a Search and Destroy strategy instead of a Clear and Defend strategy which is, in the long run, the preferred method of pacifying an insurgency.","['This', 'left', 'Westmoreland', 'with', 'few', 'options', ',', 'so', 'he', 'adapted', 'a', 'Search', 'and', 'Destroy', 'strategy', 'instead', 'of', 'a', 'Clear', 'and', 'Defend', 'strategy', 'which', 'is', ',', 'in', 'the', 'long', 'run', ',', 'the', 'preferred', 'method', 'of', 'pacifying', 'an', 'insurgency', '.']"
9208,"Thing is, it worked.","['Thing', 'is', ',', 'it', 'worked', '.']"
9209,"The ARVN was not having a big problem with the Local VC (the guerilla movement), they were being challenged by the Main Force VC (which was light infantry) and the North Vietnamese Army (NVA).","['The', 'ARVN', 'was', 'not', 'having', 'a', 'big', 'problem', 'with', 'the', 'Local', 'VC', '(', 'the', 'guerilla', 'movement', ')', ',', 'they', 'were', 'being', 'challenged', 'by', 'the', 'Main', 'Force', 'VC', '(', 'which', 'was', 'light', 'infantry', ')', 'and', 'the', 'North', 'Vietnamese', 'Army', '(', 'NVA', ')', '.']"
9210,"When the Americans swept in with their Search and Destroy operations the Communists quickly leaned they could not stand up to the US firepower, and these regular troops were forced to flee the country and take sanctuary across the borders in Laos and Cambodia.","['When', 'the', 'Americans', 'swept', 'in', 'with', 'their', 'Search', 'and', 'Destroy', 'operations', 'the', 'Communists', 'quickly', 'leaned', 'they', 'could', 'not', 'stand', 'up', 'to', 'the', 'US', 'firepower', ',', 'and', 'these', 'regular', 'troops', 'were', 'forced', 'to', 'flee', 'the', 'country', 'and', 'take', 'sanctuary', 'across', 'the', 'borders', 'in', 'Laos', 'and', 'Cambodia', '.']"
9211,"All those sunny reports about the progress in Vietnam were correct, the Communists WERE being defeated.","['All', 'those', 'sunny', 'reports', 'about', 'the', 'progress', 'in', 'Vietnam', 'were', 'correct', ',', 'the', 'Communists', 'WERE', 'being', 'defeated', '.']"
9212,"However, Johnson would not let the military cross the borders and clean out the Communist bases.","['However', ',', 'Johnson', 'would', 'not', 'let', 'the', 'military', 'cross', 'the', 'borders', 'and', 'clean', 'out', 'the', 'Communist', 'bases', '.']"
9213,"He was warned that they were building up a huge Army and would eventually launch an attack, but he ignored his military advisers.","['He', 'was', 'warned', 'that', 'they', 'were', 'building', 'up', 'a', 'huge', 'Army', 'and', 'would', 'eventually', 'launch', 'an', 'attack', ',', 'but', 'he', 'ignored', 'his', 'military', 'advisers', '.']"
9214,The Communists agreed.,"['The', 'Communists', 'agreed', '.']"
9215,They could not defeat the Americans.,"['They', 'could', 'not', 'defeat', 'the', 'Americans', '.']"
9216,"However, what they hoped to do during the Tet Offensive was to sneak past the Americans and attack the ARVN in the urban areas where they were deployed doing successful Clear and Defend operations.","['However', ',', 'what', 'they', 'hoped', 'to', 'do', 'during', 'the', 'Tet', 'Offensive', 'was', 'to', 'sneak', 'past', 'the', 'Americans', 'and', 'attack', 'the', 'ARVN', 'in', 'the', 'urban', 'areas', 'where', 'they', 'were', 'deployed', 'doing', 'successful', 'Clear', 'and', 'Defend', 'operations', '.']"
9217,"The Communists thought they could defeat the ARVN, cause the fall of the South Vietnamese government, and the people would than rally to the Communist cause and leave the Americans stranded in a sea of angry peasants.","['The', 'Communists', 'thought', 'they', 'could', 'defeat', 'the', 'ARVN', ',', 'cause', 'the', 'fall', 'of', 'the', 'South', 'Vietnamese', 'government', ',', 'and', 'the', 'people', 'would', 'than', 'rally', 'to', 'the', 'Communist', 'cause', 'and', 'leave', 'the', 'Americans', 'stranded', 'in', 'a', 'sea', 'of', 'angry', 'peasants', '.']"
9218,THAT WAS THE PLAN.,"['THAT', 'WAS', 'THE', 'PLAN', '.']"
9219,What happened?,"['What', 'happened', '?']"
9220,The Americans detected the attempt to infiltrate the urban areas and were already redeploying troops from the rural areas.,"['The', 'Americans', 'detected', 'the', 'attempt', 'to', 'infiltrate', 'the', 'urban', 'areas', 'and', 'were', 'already', 'redeploying', 'troops', 'from', 'the', 'rural', 'areas', '.']"
9221,The ARVN rushed back from holiday leave and counterattacked.,"['The', 'ARVN', 'rushed', 'back', 'from', 'holiday', 'leave', 'and', 'counterattacked', '.']"
9222,Within 24 hours every Communist assault had been defeated except in the ancient capital of Hue.,"['Within', '24', 'hours', 'every', 'Communist', 'assault', 'had', 'been', 'defeated', 'except', 'in', 'the', 'ancient', 'capital', 'of', 'Hue', '.']"
9223,The government did NOT fall.,"['The', 'government', 'did', 'NOT', 'fall', '.']"
9224,And the South Vietnamese people?,"['And', 'the', 'South', 'Vietnamese', 'people', '?']"
9225,"When give the ultimate choice, they rallied…","['When', 'give', 'the', 'ultimate', 'choice', ',', 'they', 'rallied', '…']"
9226,TO THE SOUTH VIETNAMESE GOVERNMENT….,"['TO', 'THE', 'SOUTH', 'VIETNAMESE', 'GOVERNMENT', '…', '.']"
9227,Tet was a huge military and political disaster for the Communists.,"['Tet', 'was', 'a', 'huge', 'military', 'and', 'political', 'disaster', 'for', 'the', 'Communists', '.']"
9228,They were chased back into Laos and Cambodia with the ARVN in hot pursuit.,"['They', 'were', 'chased', 'back', 'into', 'Laos', 'and', 'Cambodia', 'with', 'the', 'ARVN', 'in', 'hot', 'pursuit', '.']"
